1,"리니지M","NCSOFT Corporation","com.ncsoft.lineagem19"
2,"뮤오리진2","Webzen Inc.","com.webzen.muorigin2.google"
3,"검은사막 모바일","PEARL ABYSS","com.pearlabyss.blackdesertm"
4,"리니지2 레볼루션","Netmarble","com.netmarble.lineageII"
5,"페이트/그랜드 오더","Netmarble","com.netmarble.fgok"
6,"왕이되는자 - 독창적인 고품격 벼슬길 승진 SRPG, 모바일 게임의 선구자","CHUANG COOL ENTERTAINMENT","com.szckhd.jwgly.azkr"
7,"FIFA ONLINE 4 M by EA SPORTS™","NEXON Company","com.nexon.fo4m"
8,"모두의마블 : 지구대혁명 for kakao","Netmarble","com.cjenm.ModooMarbleKakao"
9,"세븐나이츠 for Kakao","Netmarble","com.cjenm.sknights"
10,"라그나로크M : 영원한 사랑","GRAVITY Co., Ltd.","com.gravity.rom.aos"
11,"이카루스M","Wemade Service","com.wemadesvc.icarusm"
12,"MARVEL 퓨처파이트","Netmarble","com.netmarble.mherosgb"
13,"삼국지M","Efun Company","com.efunkr.qy.google"
14,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)","NEOWIZ corp","com.neowiz.games.poker"
15,"붕괴3rd","miHoYo Limited","com.miHoYo.bh3korea"
16,"서머너즈 워: 천공의 아레나","Com2uS","com.com2us.smon.normal.freefull.google.kr.android.common"
17,"하스스톤","Blizzard Entertainment, Inc.","com.blizzard.wtcg.hearthstone"
18,"위 베어 베어스 더 퍼즐 for kakao","SUNDAYTOZ, INC","com.sundaytoz.kakao.wbb"
19,"로드 모바일: 제국의 전쟁 - MMORPG","IGG.COM","com.igg.android.lordsmobile"
20,"리니지M(12)","NCSOFT Corporation","com.ncsoft.lineagem"
21,"피쉬아일랜드: 정령의 항로","NHN PixelCube Corp.","com.nhnpixelcube.fishislandII"
22,"클래시 로얄","Supercell","com.supercell.clashroyale"
23,"이터널 라이트","GaeaMobile","com.gaeamobile.kr.gmdl"
24,"파이널 판타지 XV: 새로운 제국 [Final Fantasy XV]","Epic Action LLC","com.epicactiononline.ffxv.ane"
25,"카이저","NEXON Company","com.nexon.kaiserad"
26,"오버히트","NEXON Company","com.nexon.overhit"
27,"컴투스프로야구2018","Com2uS","com.com2us.probaseball3d.normal.freefull.google.global.android.common"
28,"클래시 오브 클랜","Supercell","com.supercell.clashofclans"
29,"총기시대 (Guns of Glory)","DIANDIAN INTERACTIVE HOLDING","com.diandian.gog"
30,"테이스티 사가","X.D. Global","kr.xdg.and.szqy"
31,"원피스 트레저 크루즈","BANDAI NAMCO Entertainment Inc.","com.bandainamcoent.onepiecetresurecruisekr"
32,"운명의 사랑:궁","WISH INTERACTIVE TECHNOLOGY LIMITED","com.GF.apcgkrkr.hwyad.google"
33,"액스(AxE)","NEXON Company","com.nexon.axe"
34,"메이플스토리M","NEXON Company","com.nexon.nsc.maplem"
35,"한게임 포커","NHN Entertainment Corp.","com.nhnent.Qpoker"
36,"나이츠크로니클","Netmarble","com.netmarble.knightsgb"
37,"이사만루2018","Netmarble","com.netmarble.full2016"
38,"헬로히어로 에픽배틀 for kakao","Fincon","com.fincon.hh2"
39,"글로리","GAMELAND(HK)CO.,LIMITED","com.ulugames.honors.google"
40,"프렌즈팝콘 for kakao","Kakao Games Corp.","com.kakaogames.friendsKing"
41,"벽람항로","X.D. Global","kr.txwy.and.blhx"
42,"야망 - MMORPG","Skylinegames","com.skylinematrix.ggplay.snkr"
43,"브롤 로드","PopFox","com.popfox.bzkr"
44,"러브앤프로듀서","Paper Games","com.papegames.evol.kr.release"
45,"배틀그라운드","PUBG CORPORATION","com.pubg.krmobile"
46,"쿠키런: 오븐브레이크","Devsisters Corporation","com.devsisters.gb"
47,"드래곤 스카이 - 슈팅 방치형 RPG","Triple-Double","com.manacore.mod"
48,"킹스레이드","Vespa Inc.","com.vespainteractive.KingsRaid"
49,"블레이드2 for kakao","Kakao Games Corp.","com.kakaogames.blade2"
50,"대항해의길","Linekong Korea Co. Ltd.","com.netease.dhhzlggkr"
51,"반지","ENP GAMES Co., Ltd.","com.ENP.therings.kr.googleplay"
52,"좀비고등학교","AWESOMEPIECE","net.kernys.aooni"
53,"애니팡3 for kakao","SUNDAYTOZ, INC","com.sundaytoz.kakao.anipang3.service"
54,"라스트 쉘터 (Last Shelter: Survival)","IM30 TECHNOLOGY LIMITED","com.more.dayzsurvival.gp"
55,"피망 뉴맞고 : 대한민국 1등 고스톱","NEOWIZ corp","com.neowiz.games.newmatgo"
56,"영원한 7일의 도시","GaeaMobile","com.gaeamobile.kr.qrzd"
57,"프렌즈팝 for Kakao","Kakao Games Corp.","com.nhnpixelcube.friendspop"
58,"턴제 RPG – 브라운더스트","NEOWIZ","com.neowizgames.game.browndust.srpg.gamfs"
59,"데스티니 차일드 for kakao","Next Floor Corp.","com.NextFloor.DestinyChild"
60,"애니팡2 for kakao","SUNDAYTOZ, INC","com.sundaytoz.mobile.anipang2.google.kakao.service"
61,"그랜드체이스 for kakao","Kakao Games Corp.","com.kakaogames.grdchase"
62,"정상대해전-해상 전쟁 전략 게임","Special Gamez","com.special.warship"
63,"꿈의 정원 (Gardenscapes)","Playrix Games","com.playrix.gardenscapes"
64,"신삼국지 모바일-코에이 테크모 인증","AligamesKR","com.aligames.sgzhg.google"
65,"캔디크러쉬소다","King","com.king.candycrushsodasaga"
66,"챔피언스매니저[모바사카]","Capstone Games korea","com.kr.krhmzq.google"
67,"DRAGON BALL Z 폭렬격전","BANDAI NAMCO Entertainment Inc.","com.bandainamcogames.dbzdokkanww"
